is_Date,day,month,year,first_in_paros,is_First
True,0,,,True,False
True,7,12,,True,False
True,,,,False,False
True,1,,,True,True
True,26,11,1994,True,False
True,27,11,1994,False,False
True,29,11,1994,True,False
True,30,11,,False,False
True,,,1994,True,False
False,,,,True,False
True,29,12,1994,True,False
True,29,11,1994,True,False
True,1,,,False,False
True,,,1995,True,False
False,,,,True,False
False,,,,True,False
False,,,,True,False
True,,12,1994,True,False
True,5,12,,True,False
True,0,,,False,False
True,6,12,,True,False
True,7,12,,True,False
True,8,12,,False,False
True,10,12,,False,False
True,10,12,,True,True
True,0,,,True,False
True,11,12,,True,False
True,11,12,1994,True,False
True,2,,,True,False
True,20,12,,True,False
False,,,,True,True
True,11,12,,True,True
True,17,12,,True,False
True,17,12,,False,False
True,21,12,,True,True
True,,,1972,True,False
True,,,1980,False,False
True,26,12,,True,False
True,27,12,,True,True
True,3,1,,False,False
True,29,12,,False,False
True,0,,,True,False
True,1,,,False,False
False,,,,True,True
True,31,12,1994,True,False
True,,,,True,False
True,31,12,,True,False
True,31,12,1994,False,False
True,1,1,,True,False
True,3,1,,True,True
True,14,12,1994,True,True
True,20,12,,True,False
True,31,12,,True,True
True,1,1,,False,False
True,2,1,,False,False
True,3,1,,False,False
True,10,12,,False,False
False,,,,True,False
True,,,1991,True,False
True,,,1995,True,False
True,,2,1995,True,True
True,,4,1995,True,False
True,,,1994,True,True
True,,,1996,True,True
True,1,,,True,False
True,,,1993,True,True
True,0,,,True,False
True,,,1994,True,True
True,,,1990,True,False
True,,,1991,False,False
True,,,1,True,False
True,,,1995,True,False
True,,,1996,True,False
True,,4,1998,True,True
True,,3,1998,True,False
True,,3,,True,False
True,,4,1998,False,False
True,,4,,False,False
True,,10,1993,True,False
True,,,1996,False,False
True,3,7,1998,True,False
True,,1,,True,True
True,26,1,,True,True
True,,,,True,False
True,25,1,,True,False
True,1,,,True,False
True,,2,,True,False
True,,3,,False,False
True,,4,,True,True
True,,6,,False,False
True,,,1995,True,False
True,,,1991,True,True
True,,3,1995,True,False
False,,,,True,True
True,30,5,1995,True,False
True,30,5,1995,True,False
True,30,5,,False,False
True,30,5,1995,True,False
True,,,,True,False
True,,,,True,False
True,,,1995,True,False
True,,6,1996,True,False
True,0,,,True,False
True,1,,,False,False
True,,12,1994,True,True
True,1,,,True,False
True,,6,,True,False
True,10,6,,True,True
True,,2,,True,False
True,0,,,False,False
True,15,6,,True,False
True,14,6,,True,True
True,15,6,,True,True
True,-1,,,True,False
True,9,1,,True,False
True,,1,,True,False
True,-1,,,True,False
True,19,6,,True,True
True,,,,False,False
True,18,6,1995,True,False
True,19,7,1995,True,False
True,,7,1995,True,True
True,7,7,1995,True,True
True,8,7,,False,False
True,7,,,False,False
True,,1,,False,False
True,,8,,False,False
True,0,,,True,True
True,,7,,True,False
True,1,,,True,False
True,-1,,,False,False
True,31,7,1995,True,False
True,2,8,,True,False
True,3,8,1995,True,False
True,,,1991,True,True
True,,,1993,False,False
True,,,,False,False
True,0,,,True,False
True,,,,True,False
False,,,,True,True
True,,8,1995,True,False
True,29,10,,False,False
True,0,,,True,False
True,,3,1998,True,False
True,0,,,True,True
True,1,,,True,False
True,-1,,,False,False
True,0,,,True,False
True,1,,,False,False
True,,,1992,True,True
True,,,1,True,False
True,,,,False,False
True,31,7,,True,False
True,23,8,1995,True,False
False,,,,False,False
True,,8,,False,False
True,5,10,,True,False
True,0,,,False,False
True,5,10,,True,True
True,0,,,True,False
True,,,,False,False
True,,,30,True,False
True,,,40,False,False
True,13,1,1999,True,True
True,,,1999,True,False
True,11,9,2001,True,False
True,21,4,1996,True,True
True,,,1996,False,False
True,21,4,1996,True,False
True,21,4,1996,False,False
True,0,,,True,False
True,,,1993,True,True
True,,2,1995,True,True
True,-1,,,True,False
True,0,,,False,False
True,1,,,True,False
True,9,1,1996,True,True
True,15,12,,True,False
True,23,12,,True,False
True,,,2001,False,False
True,25,12,,False,False
True,20,1,1996,True,False
True,0,,,True,False
True,0,,,True,False
True,9,1,,True,True
False,,,,False,False
True,8,1,,False,False
True,,,,True,False
True,10,1,,True,False
True,11,1,,True,False
True,1,,,True,False
True,14,1,1996,False,False
True,14,1,,False,False
True,15,1,,True,False
True,,,,True,False
True,15,1,,True,False
True,0,,,False,False
True,16,1,,True,False
True,16,1,,False,False
True,16,1,,False,False
True,17,1,,True,False
True,17,1,,True,False
True,,,,False,False
True,,1,,True,False
True,20,1,,True,False
True,10,12,1994,True,False
True,20,1,1996,True,False
True,0,,,False,False
True,,,1996,True,False
True,0,,,True,True
True,,12,,True,False
True,,,1995,True,False
True,,,-1,False,False
True,17,3,1996,True,True
True,,,,False,False
True,,,1991,True,False
True,,,1991,True,False
True,0,,,True,False
True,,,1993,True,False
True,17,3,1996,True,False
True,,6,,True,False
True,0,,,True,False
True,1,,,False,False
True,,,,True,False
True,1,,,True,False
True,1,,,True,False
True,0,,,True,False
True,1,,,True,False
True,1,,,True,False
True,1,,,True,False
True,18,3,,True,False
True,,,1993,True,True
True,,,1991,True,False
True,,8,1991,False,False
True,0,,,True,False
False,,,,True,True
True,0,,,False,False
True,,4,,True,False
True,12,6,,True,True
True,,,1996,True,False
True,,3,,True,True
False,,,,False,False
True,15,3,,True,False
True,30,3,,False,False
True,30,3,,False,False
True,,4,,True,False
True,,5,,True,True
True,27,5,,True,False
True,1,,,True,True
True,28,5,,False,False
True,,,2000,True,False
True,,1,1995,True,False
True,28,5,,True,False
True,,,1996,True,True
True,0,,,False,False
True,,8,1991,True,False
True,,7,1995,True,False
True,,,1994,False,False
True,,2,,True,False
True,29,8,1995,False,False
True,0,,,True,False
True,,,1993,True,False
True,,5,1989,True,False
True,0,,,True,False
True,,,1993,True,False
False,,,,True,False
True,-7,,,True,True
True,0,,,True,False
True,,,1994,True,False
True,0,,,False,False
True,,,1996,True,False
True,,1,1997,True,False
True,,,1996,True,True
True,,,1,False,False
True,,3,1996,True,False
True,0,,,False,False
True,,3,1996,True,True
True,23,3,,True,False
True,23,3,,True,False
True,18,3,,False,False
True,17,3,,False,False
True,18,3,,False,False
False,,,,True,False
True,,,1996,True,False
True,,,1996,True,False
True,,,1995,True,False
False,,,,True,False
True,,4,1996,True,False
True,,,1997,True,False
True,7,,,True,False
True,0,,,True,True
True,0,,,True,False
True,,3,1998,True,False
True,,3,1998,True,True
True,,,1997,True,True
True,13,5,1997,True,False
True,,8,1997,True,False
True,,9,,True,False
True,0,,,True,True
True,31,12,1999,False,False
True,,,1999,True,False
True,-1,,,True,True
False,,,,True,True
True,,,1995,False,False
True,0,,,True,False
True,20,6,1996,True,True
True,,,,True,False
True,0,,,False,False
True,-1,,,False,False
True,,8,1991,True,False
True,20,6,1996,True,False
True,0,,,True,False
True,20,6,1996,False,False
True,-1,,,True,False
True,,,,True,False
True,-1,,,True,False
True,0,,,True,False
True,,,1996,True,False
False,,,,True,True
True,18,3,1996,True,False
True,6,8,1996,True,True
True,10,8,,True,False
True,1,8,,True,False
True,2,8,,False,False
True,6,8,,False,False
True,6,8,,True,False
True,10,8,,True,False
True,,3,,False,False
True,10,8,,False,False
True,13,8,,True,False
True,22,8,1996,True,True
True,23,8,,False,False
True,28,8,,True,False
True,30,8,,False,False
True,1,9,,False,False
True,6,9,,False,False
True,,8,1996,True,False
True,,8,,True,False
True,,3,,True,False
False,,,,False,False
True,21,7,1996,True,False
True,30,7,1996,True,False
True,2,8,1996,True,False
False,,,,False,False
False,,,,True,False
True,7,8,,True,False
True,13,8,1996,False,False
True,14,8,,False,False
True,29,12,1995,True,False
True,12,8,,False,False
True,12,8,,False,False
False,,,,True,False
True,,8,,True,False
True,,8,1996,True,False
True,0,,,False,False
True,,4,2002,True,False
True,,8,,True,True
True,1,,,True,False
True,5,8,,True,False
True,,,1995,True,False
True,,7,1996,True,True
True,1,,,True,False
True,,10,1996,True,False
True,6,8,1996,False,False
True,,,1992,True,False
True,29,12,1993,True,False
True,,1,,False,False
True,,7,1996,False,False
True,7,10,1996,True,False
True,,,1999,True,True
True,,9,1996,True,True
True,2,,,True,False
True,2,,,True,False
True,1,,,True,False
True,1,,,True,False
True,1,,,True,True
True,,,,False,False
True,0,,,True,False
False,,,,True,False
True,,,20,False,False
True,,,1995,True,False
True,,,1996,False,False
True,1,,,True,False
True,1,,,True,False
True,1,,,True,False
True,0,,,True,False
True,0,,,True,True
False,,,,True,True
True,,,1996,True,False
True,,,1997,False,False
True,10,11,,True,True
True,1,,,True,False
True,10,11,1996,True,False
True,,,1996,True,True
True,,1,,True,False
True,1,,,True,True
True,1,,,True,False
True,18,12,1997,True,True
True,5,,,True,False
True,,,1967,False,False
True,,,1997,True,False
True,,,1991,False,False
True,,,1991,True,False
True,23,12,,True,False
True,18,12,,True,False
True,,,1994,False,False
True,,,1994,True,False
False,,,,True,False
True,,,1997,True,False
True,,,0,True,True
True,,,1990,True,False
True,,,,False,False
True,28,4,1997,True,False
True,,,1996,True,False
True,,,1997,True,False
True,,4,1997,True,True
True,26,4,,True,False
True,28,4,,True,False
True,1,,,True,False
True,30,4,,False,False
True,30,4,,True,False
True,,5,,True,False
True,,,1998,True,True
True,,,1995,True,False
True,,,1996,False,False
True,,3,,True,True
True,,,,True,False
True,0,,,True,False
True,,3,1996,False,False
True,,1,,False,False
True,,2,0,False,False
True,1,,,True,False
True,,,1997,True,True
True,23,3,1998,True,True
True,,,1996,False,False
True,23,3,1998,True,False
True,,,,True,False
True,0,,,True,False
True,24,3,,True,False
True,0,,,False,False
True,24,3,,True,False
False,,,,False,False
True,,,-1,False,False
True,27,3,,True,False
True,10,4,,True,True
True,,1,,True,False
True,0,,,False,False
True,0,,,True,False
True,,1,,False,False
True,,11,,True,True
True,,3,1998,True,True
True,,,1905,True,False
True,17,8,1998,True,True
True,1,,,True,False
True,,11,1998,True,True
True,0,,,True,False
True,4,9,1946,True,True
True,23,3,1998,True,False
True,0,,,True,False
True,0,,,True,False
True,,,1991,True,False
True,,8,1991,True,False
True,,2,1995,True,True
True,,3,1995,True,False
True,2,9,1997,True,False
True,,4,1998,True,True
True,,,1998,True,False
True,,11,1998,False,False
True,7,8,1999,True,True
True,,,1996,True,True
True,,,1996,True,True
True,,,1997,True,False
True,,,1998,True,False
True,,7,1999,True,True
True,,,,True,False
True,0,,,True,True
True,,3,1997,True,True
True,,,100,True,False
True,100,,,False,False
True,0,,,True,False
True,,1,1999,True,True
True,,,1997,False,False
True,,1,2000,True,True
True,0,,,True,False
True,0,,,True,False
True,,1,2000,True,False
True,,3,1996,True,False
True,,8,1998,True,False
True,,2,2000,True,True
True,,3,2000,True,True
True,-1,,,True,False
True,0,,,False,False
True,-1,,,True,False
True,,5,2000,True,True
True,,6,2000,True,True
True,,7,2000,True,True
True,,,0,True,False
True,,7,2000,True,False
True,,,1957,True,False
True,,9,2000,True,True
True,,9,2000,True,False
True,-1,,,True,False
True,,,1999,True,False
True,,,1995,True,True
True,,10,2000,True,True
True,0,,,True,False
True,,,1,True,False
True,,10,2000,True,False
True,,11,2000,True,True
True,,12,2000,True,True
True,0,,,True,False
True,,12,2000,True,False
True,,1,2001,True,True
True,,2,2001,True,True
True,0,,,True,False
True,,,1991,False,False
True,,2,2001,True,False
True,-1,,,True,False
True,,4,2001,True,True
True,18,4,2002,True,False
True,,5,2001,True,True
True,,5,2001,True,False
True,,6,2001,True,True
True,,,0,True,False
True,,6,2001,True,False
True,0,,,True,False
True,,,1993,True,False
True,,,1997,True,False
True,0,,,True,False
True,,6,2001,True,False
True,,7,2001,True,True
True,0,,,True,False
True,,10,2001,True,True
True,,,1984,True,False
True,,12,2001,True,True
True,,,1,True,False
True,1,,,True,True
True,,,1,True,False
True,9,3,2000,True,True
True,,3,1998,True,True
True,,,1998,True,True
True,,,,False,False
True,,,1990,True,False
True,,,,False,False
True,,,1,False,False
True,,,1999,True,True
True,,,1993,True,False
True,,8,1999,True,True
True,11,9,2001,True,True
True,,6,2000,True,True
True,5,12,2000,False,False
True,14,2,2002,True,True
True,14,2,2002,True,False
False,,,,True,True
True,,8,1991,True,True
True,28,6,1941,True,False
True,,7,,False,False
True,,,1953,True,True
True,,,1956,False,False
True,,,1961,True,False
True,,,1956,True,False
False,,,,True,False
False,,,,False,False
True,,1,1983,True,False
True,11,3,1985,True,True
True,1,,,False,False
True,1,,,True,False
True,,,1985,True,False
True,,,1985,False,False
True,,,1991,False,False
True,,,1985,False,False
True,14,5,1985,True,False
False,,,,True,True
True,28,1,1987,True,False
True,,11,1987,False,False
False,,,,False,False
True,,1,1988,False,False
True,,,1988,True,True
True,30,9,1988,True,False
True,1,10,1988,False,False
True,,,1989,True,False
True,,5,1989,True,True
True,0,,,False,False
True,,,1990,True,True
True,15,3,1990,False,False
True,,7,1990,True,False
True,,4,1985,True,True
True,,7,1985,True,False
True,,1,1988,True,True
True,,,1987,False,False
True,,,1989,True,False
True,,,1989,True,False
True,0,,,False,False
True,,3,1990,True,True
True,,,1990,True,False
True,,,1991,True,True
True,,,1991,False,False
True,,,1991,True,False
True,,8,1991,True,False
True,27,3,1991,True,False
True,1,7,1991,True,False
True,26,7,1991,True,True
True,0,,,True,False
True,31,12,1991,True,False
True,,,1964,False,False
True,,9,,False,False
True,,10,,True,False
True,,,1989,True,True
True,,,1989,True,False
True,,,1991,True,False
True,0,,,True,False
True,,,1983,True,True
True,,,1985,True,False
True,,5,1990,True,False
True,,9,1990,False,False
True,,3,1990,True,True
True,,5,1990,False,False
True,,7,,True,False
True,,9,1990,True,False
True,,10,,True,False
True,0,,,True,True
True,1,,,False,False
True,2,,,False,False
True,0,,,False,False
True,1,,,False,False
True,2,,,False,False
True,16,11,1990,True,False
True,25,12,1990,True,False
True,,,1991,True,True
True,19,2,1991,False,False
True,1,,,False,False
True,26,4,1991,True,False
True,26,4,1991,False,False
True,1,,,False,False
True,1,6,1991,True,False
True,,7,1991,True,False
True,,,1991,True,True
True,,,1988,True,False
True,,,1989,False,False
True,,,1940,False,False
True,,,1990,True,False
True,12,6,1990,False,False
True,11,4,1992,True,False
True,30,7,1991,True,False
True,12,7,1991,False,False
True,2,8,1991,True,True
True,,,1991,True,False
True,28,3,1991,False,False
True,,8,,False,False
True,,8,1991,True,True
True,,8,1991,False,False
True,,,1985,True,False
True,,,1985,True,False
True,,,1991,True,False
False,,,,True,True
True,20,8,,True,False
True,18,8,,False,False
True,21,8,,True,False
True,21,8,,True,False
True,8,12,1991,False,False
True,3,8,1991,True,True
True,3,1,1992,True,False
True,20,6,1991,True,False
True,21,8,1992,True,False
True,31,8,1991,False,False
True,14,7,1991,True,False
True,,8,1991,True,False
True,18,8,1991,True,False
True,20,12,1991,True,False
True,,,1991,True,False
True,19,8,,True,False
True,1,,,True,False
True,20,11,1991,True,False
True,18,8,,True,False
True,0,,,True,False
True,,,,True,False
True,26,8,,True,False
True,21,8,,False,False
True,21,8,,False,False
True,19,8,,True,False
True,22,8,,False,False
True,24,8,,False,False
True,19,8,,True,False
True,21,8,,True,False
True,,,,False,False
True,21,8,,False,False
True,19,8,,True,False
True,20,8,,True,True
True,1,,,False,False
True,,11,1917,False,False
True,,8,1992,True,False
True,,,1,False,False
True,,,1991,False,False
True,,,1992,False,False
True,0,,,True,False
True,22,8,,True,False
True,22,8,1991,True,False
True,,,1989,True,True
True,,11,1992,False,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,True
True,15,3,1992,False,False
True,,,1937,True,False
True,0,,,True,False
True,,,1991,True,False
True,,,1,True,False
True,0,,,True,False
True,,,-1,True,False
True,,,1990,False,False
True,3,2,1992,True,False
False,,,,True,False
True,,7,-1,True,False
True,,,1991,True,False
True,,,1990,True,False
True,0,,,False,False
True,,9,1992,True,False
True,0,,,True,False
True,24,8,1991,True,False
True,,1,1993,True,True
True,1,,,True,False
True,30,12,,False,False
True,14,4,1993,True,False
True,1,5,1993,True,False
True,,5,1993,True,False
True,23,2,1994,True,False
True,,5,1994,True,False
True,3,2,1995,False,False
True,,11,1992,True,True
True,26,3,1996,True,False
True,0,,,True,False
True,9,5,,True,False
False,,,,True,True
True,,10,1990,True,False
True,,,1991,False,False
True,,12,1990,True,True
True,15,3,1991,True,False
True,17,3,1991,True,False
True,27,1,1991,True,False
True,24,1,1991,False,False
True,,2,,False,False
False,,,,True,False
True,,,1922,True,False
True,,,1990,True,False
True,17,3,1991,True,False
True,23,4,1991,True,False
True,0,,,True,False
True,17,3,1991,True,False
True,12,7,1991,True,False
True,,,1991,True,False
True,16,8,1991,True,True
True,23,7,1991,True,False
True,,9,,False,False
False,,,,True,False
True,11,7,1991,True,False
True,29,7,1991,True,False
True,3,,,False,False
True,20,8,1991,False,False
True,2,8,1991,True,False
False,,,,True,False
True,13,8,1991,True,False
True,18,8,,True,False
True,0,,,False,False
True,,9,1991,True,True
True,7,,,True,False
True,8,12,1991,True,False
True,6,5,1992,False,False
False,,,,True,False
True,,8,1991,True,False
True,,12,,False,False
True,,,1983,True,False
True,,,1922,True,False
True,,6,1990,True,False
True,17,3,1991,True,True
True,,4,1991,True,False
True,,8,1991,True,True
True,0,,,True,False
True,2,,,True,False
True,,9,1991,True,False
True,2,,,True,False
True,0,,,False,False
True,6,9,1991,True,True
True,1,,,False,False
True,,11,1991,True,False
True,,3,,False,False
True,5,9,1991,True,False
True,0,,,True,False
True,,,1992,True,False
True,0,,,True,True
True,0,,,True,False
True,,,1991,False,False
True,,,-18,False,False
True,,,1991,False,False
True,0,,,True,False
True,0,,,True,False
True,,,18,False,False
False,,,,False,False
True,28,3,1991,True,False
True,,3,,True,False
True,,8,1991,True,False
True,,7,1991,False,False
True,20,8,,True,False
True,17,3,1991,True,False
True,,,,True,False
True,0,,,True,True
True,0,,,False,False
True,0,,,False,False
True,,,1991,True,False
True,,,1995,True,False
True,19,8,,True,False
False,,,,False,False
True,,12,1991,False,False
True,0,,,False,False
True,,11,1991,True,False
True,,11,,True,False
True,,,1991,True,False
True,0,,,True,False
True,0,,,False,False
True,19,8,1991,True,True
True,2,,,False,False
True,,11,1991,True,False
True,17,3,1991,True,False
True,28,3,1991,False,False
True,,5,,True,False
True,,5,,True,True
True,,8,,False,False
False,,,,True,False
True,20,8,,False,False
True,18,8,,True,True
True,0,,,True,False
True,0,,,True,False
True,,,1991,True,False
True,,,1992,False,False
True,0,,,True,False
True,,,1991,True,True
True,,,1948,True,False
True,,,2002,False,False
True,,,,True,False
True,,,,True,False
True,,,,True,False
True,0,,,False,False
True,0,,,True,True
True,0,,,True,False
True,0,,,True,False
True,,,1996,True,False
False,,,,True,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,False
True,,,1988,True,True
True,0,,,True,False
True,,,1948,True,True
True,0,,,True,False
True,0,,,True,False
True,0,,,True,True
True,0,,,True,False
True,17,3,1991,True,True
True,,,1991,True,False
True,1,9,2003,True,True
True,,3,2002,True,False
True,0,,,True,False
True,0,,,True,False
True,12,12,1993,True,False
True,0,,,False,False
True,,,,True,False
True,0,,,True,True
True,27,11,2005,True,False
False,,,,True,False
False,,,,False,False
True,0,,,True,False
True,,,1990,True,False
True,0,,,False,False
True,4,11,2005,True,False
True,0,,,False,False
True,,,,True,False
True,-1,,,True,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,False
True,,,1993,True,False
True,0,,,True,False
True,0,,,False,False
True,0,,,False,False
True,0,,,False,False
True,0,,,False,False
True,0,,,True,False
True,0,,,False,False
True,25,7,2008,True,True
True,0,,,True,False
True,10,7,,True,False
True,,,1936,True,False
True,,,1936,True,False
True,,,1930,True,False
False,,,,True,False
True,4,11,1917,True,False
True,,,1918,True,False
True,,,1924,False,False
True,,,1936,True,False
True,,,1936,True,False
True,,10,1977,False,False
True,,,1936,True,False
True,0,,,True,False
True,,6,,True,False
False,,,,True,True
True,,,1991,False,False
True,2,12,1990,True,True
True,,1,1983,True,False
True,,4,1985,True,False
True,,12,1990,True,False
True,12,7,1991,True,True
True,0,,,True,False
True,0,,,True,False
True,,,,True,False
True,0,,,False,False
True,12,7,1991,True,False
True,24,12,1990,True,True
True,24,12,1990,True,False
True,24,12,1990,True,False
True,17,3,1991,True,True
True,17,3,1991,True,False
True,21,3,1991,True,False
True,12,7,1991,True,True
True,16,8,1991,True,False
True,20,8,1991,False,False
True,,,1991,True,True
True,26,7,1991,False,False
True,-1,,,True,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,False
True,29,7,1991,True,False
False,,,,True,True
True,,,1964,False,False
True,,,1973,False,False
False,,,,False,False
True,,1,1984,False,False
True,,,1988,False,False
False,,,,True,True
False,,,,False,False
True,,,1989,False,False
True,,,1991,False,False
True,,,1990,True,False
True,,,1990,False,False
True,,,1989,True,False
False,,,,True,True
True,,,1989,False,False
True,,,1990,False,False
False,,,,True,True
False,,,,True,False
True,,,1990,False,False
False,,,,False,False
True,,,-1,False,False
True,,,1956,False,False
True,21,8,1968,False,False
True,20,8,,False,False
False,,,,True,False
True,,,1994,False,False
True,,,1996,True,True
False,,,,False,False
True,,,2000,False,False
True,,,2003,True,True
True,,,2006,False,False
True,,,1990,True,True
True,,,1953,False,False
True,,,1956,False,False
True,,,1960,False,False
False,,,,True,False
False,,,,False,False
True,,12,1991,False,False
True,,,1991,True,False
True,,10,1993,False,False
False,,,,True,False
True,,,1990,False,False
False,,,,True,True
True,,,1917,False,False
True,,,1991,False,False
True,,5,1955,False,False
True,,,1991,True,True
True,,,1949,False,False
False,,,,True,False
True,,,1949,True,False
True,,,1955,False,False
True,,,1980,False,False
True,,,1987,False,False
True,,,1995,False,False
True,,,1990,False,False
True,24,7,1990,True,True
True,1,1,1991,False,False
False,,,,True,True
True,,,1985,False,False
True,,,1987,False,False
False,,,,False,False
True,,5,1988,False,False
True,,,1988,False,False
True,,,1987,True,True
True,,11,1987,False,False
True,,,1988,False,False
False,,,,False,False
True,,9,,True,False
True,,10,1989,False,False
True,,,1989,True,False
True,,1,1990,True,True
True,,5,1986,True,False
True,,,1988,False,False
True,,4,2010,False,False
True,,,1988,True,True
True,,7,1989,False,False
True,4,12,1989,False,False
True,,11,1989,False,False
True,,5,2015,False,False
True,,,1989,True,True
True,,2,,True,False
True,,3,1990,False,False
True,0,,,False,False
True,,3,,False,False
True,,3,1991,True,False
True,,,1992,True,False
True,28,5,1990,True,False
True,,2,,False,False
True,,,1989,False,False
True,,,1991,False,False
True,,,1000,False,False
True,,3,1990,True,False
True,16,3,1990,False,False
True,,11,1990,True,False
True,,12,1990,False,False
True,,5,0,False,False
True,,,-1,False,False
True,,11,1962,True,True
True,,,1955,True,False
True,,,1939,True,False
False,,,,True,False
True,,,1963,True,True
False,,,,True,True
True,,,1962,True,True
True,,6,1964,True,True
True,,11,1964,False,False
True,,,2000,True,False
False,,,,True,False
True,,,1964,True,True
True,,,1966,True,True
True,,,1971,True,False
True,,,,False,False
True,0,,,True,False
True,,,1966,True,True
True,,,1969,False,False
True,,,1962,True,True
True,,,1966,False,False
True,,11,,True,True
True,,,1970,True,True
True,,,1972,True,False
True,,,1972,True,True
True,,3,,True,False
True,11,1,1982,True,True
True,0,,,True,False
True,,,,True,False
True,30,1,,True,False
True,,,1962,True,False
True,,,1962,True,True
True,,,1986,True,False
True,,,,False,False
True,,,1993,True,True
True,2,12,1994,True,False
True,24,8,2023,True,False
True,,,1939,True,True
True,,8,1948,True,False
True,,,1946,False,False
True,,12,1948,False,False
False,,,,True,True
True,,,1952,False,False
True,0,,,True,False
True,8,11,1902,True,True
True,,,1920,False,False
True,,,1925,False,False
True,,,1930,True,True
True,,,1935,False,False
True,,5,1936,False,False
True,,10,,False,False
True,,,1947,True,False
True,,,1947,True,False
True,,7,1948,False,False
True,0,,,True,False
True,,,1949,True,False
True,,1,1950,True,False
True,,3,1950,True,False
True,,4,,True,False
True,,2,,False,False
True,,9,1950,True,True
True,,,1950,True,False
True,,,1951,True,True
True,,2,1950,False,False
True,15,12,1951,True,True
True,,,1950,True,False
True,,,1950,False,False
True,,,1950,True,False
True,,,1951,True,False
True,,1,1952,False,False
True,,,1957,False,False
True,,,1952,False,False
True,,,1984,True,False
True,,5,1950,False,False
True,,6,1950,False,False
True,,9,1950,True,False
True,,,1950,True,False
True,,10,,False,False
True,,12,1950,True,False
True,,1,1,False,False
True,,,1951,False,False
True,,,1951,True,False
True,,8,,True,False
True,,,1952,True,False
True,,,1952,True,True
True,2,,,True,False
True,,4,1952,True,True
True,,,1952,False,False
True,,,1967,True,False
True,,,1952,True,False
True,,,1952,False,False
True,10,10,1952,False,False
True,7,11,,False,False
True,5,12,,False,False
True,,1,1953,False,False
True,,,1958,False,False
True,,10,1958,False,False
True,,4,1953,False,False
True,,,15,True,False
True,,,1953,False,False
True,,,1953,False,False
True,,12,,False,False
True,,,1968,True,False
True,,,15,False,False
True,,,1954,True,True
True,,,1956,False,False
True,,,1956,True,True
True,,,1958,False,False
True,,,1956,True,False
True,,,1958,False,False
False,,,,True,False
False,,,,False,False
False,,,,False,False
True,,,1964,True,False
True,6,10,1974,True,False
True,,3,,False,False
True,,,1958,True,True
True,,,1956,True,True
True,,3,1956,False,False
True,,,,False,False
True,,,1952,False,False
True,,,1955,False,False
True,,,-40,True,True
True,,,2,True,False
True,26,9,1924,False,False
True,,8,,False,False
True,22,8,1942,False,False
True,,5,1943,True,False
True,,6,1945,True,False
True,,,1950,True,False
True,,,1927,True,True
True,,,1880,False,False
True,,,1895,False,False
False,,,,True,False
True,,,1932,False,False
True,,,1935,True,False
True,,,1937,True,False
True,,,1957,False,False
True,,8,1941,False,False
True,,,1944,True,False
True,,2,1950,True,True
True,23,10,1976,True,False
True,,1,,True,False
True,,,1,True,False
True,0,,,True,False
True,,,1957,True,True
True,,,1962,True,False
True,,,1972,False,False
True,,,1979,False,False
True,,,1976,False,False
False,,,,True,False
False,,,,False,False
True,,,1964,True,False
True,,,1968,False,False
False,,,,True,False
True,,,1969,True,False
False,,,,True,False
False,,,,False,False
True,,,1980,True,False
True,,,1981,True,False
True,,,1989,False,False
True,4,3,1984,True,False
True,,,1957,True,True
True,,,1956,True,False
True,,,1958,False,False
False,,,,True,False
True,,,1960,True,False
True,,,1960,True,False
True,,,1964,True,False
True,,,1962,True,False
True,,,1986,True,False
True,,,1967,True,False
True,,,1967,True,False
True,,,1969,True,False
False,,,,True,False
True,,,1958,True,True
True,,9,1959,True,False
True,,,1,True,False
True,,14,,False,False
True,,,1961,True,False
True,,,1962,False,False
True,,,1962,False,False
True,,,1962,False,False
False,,,,True,False
True,,,1962,True,False
True,,,1963,True,False
True,,,1965,True,False
True,,,1963,True,False
True,,,1964,False,False
True,23,8,1924,True,True
True,,,1916,False,False
True,,,1924,False,False
True,,,1929,False,False
True,,,1931,True,False
True,,,1941,False,False
True,,,1941,False,False
True,,10,1941,False,False
True,,,1946,False,False
True,,,1952,False,False
True,,,1954,True,False
True,,,1957,True,False
True,20,4,5,False,False
True,,,1969,False,False
True,,,1972,False,False
True,,2,,True,False
True,,,1969,True,False
True,,,1975,False,False
True,,,1979,False,False
True,,,1983,True,False
True,,,1972,False,False
True,,,1976,False,False
True,,,1966,False,False
True,,,1987,True,False
True,10,5,1923,True,True
False,,,,False,False
True,,,1941,False,False
True,,,1941,False,False
True,,9,,False,False
False,,,,False,False
True,,11,1944,False,False
True,,5,1945,False,False
True,,,1,True,True
True,,,1950,False,False
True,,,1952,False,False
True,,,1957,True,False
True,,12,1957,False,False
True,,,1957,True,False
True,,3,1958,True,False
True,,4,,False,False
True,,4,1958,False,False
True,,,1959,True,False
True,,,1960,False,False
True,,1,1961,True,False
True,,,1961,True,False
True,,3,1962,False,False
True,,7,1962,True,False
True,,11,1962,True,False
True,,3,1963,True,False
True,,8,,False,False
True,,,1,True,False
True,,8,1964,False,False
True,,10,,False,False
True,,,1964,False,False
